Airline,Source,Destination,Total_Stops,Price,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Mumbai,Hyderabad,0,5678,6,2019,2,55,4,20,1,25
IndiGo,Delhi,Cochin,1,5298,6,2019,6,50,12,10,5,20
Jet Airways,Banglore,New Delhi,1,14815,3,2019,11,40,0,45,13,5
Jet Airways,Delhi,Cochin,2,13014,6,2019,5,30,4,25,22,55
SpiceJet,Kolkata,Banglore,0,4491,5,2019,9,0,11,25,2,25
Multiple carriers,Delhi,Cochin,1,11421,3,2019,10,20,18,50,8,30
Jet Airways,Banglore,New Delhi,1,12284,3,2019,8,0,7,40,23,40
Jet Airways,Banglore,Delhi,0,7229,5,2019,6,0,8,45,2,45
IndiGo,Banglore,Delhi,0,4823,4,2019,7,10,10,5,2,55
Jet Airways,Delhi,Cochin,1,12898,6,2019,20,55,4,25,7,30
Multiple carriers,Delhi,Cochin,1,13587,6,2019,7,5,21,0,13,55
Jet Airways,Delhi,Cochin,1,12373,5,2019,9,0,4,25,19,25
Multiple carriers,Delhi,Cochin,1,5999,3,2019,7,10,22,20,15,10
Air India,Kolkata,Banglore,2,10907,5,2019,8,20,18,30,10,10
Jet Airways,Kolkata,Banglore,1,14151,6,2019,9,35,21,5,11,30
IndiGo,Banglore,Delhi,0,4591,5,2019,23,30,2,20,2,50
Jet Airways,Banglore,New Delhi,1,19225,3,2019,14,5,20,20,6,15
Jet Airways,Kolkata,Banglore,1,9663,5,2019,14,5,12,0,21,55
Jet Airways,Kolkata,Banglore,1,10844,5,2019,6,30,18,15,11,45
Multiple carriers,Delhi,Cochin,1,13727,5,2019,13,0,21,0,8,0
Jet Airways,Kolkata,Banglore,1,14151,5,2019,9,35,21,5,11,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,18,15,12,35,18,20
SpiceJet,Kolkata,Banglore,0,3873,6,2019,9,0,11,25,2,25
Jet Airways,Delhi,Cochin,2,13014,6,2019,19,30,4,25,8,55
Air India,Kolkata,Banglore,0,5510,6,2019,14,15,16,45,2,30
Jet Airways,Delhi,Cochin,2,17282,3,2019,10,45,4,25,17,40
Multiple carriers,Delhi,Cochin,2,6653,3,2019,9,45,21,20,11,35
IndiGo,Delhi,Cochin,1,12214,3,2019,9,55,15,10,5,15
Air India,Mumbai,Hyderabad,0,3625,5,2019,13,55,15,25,1,30
IndiGo,Banglore,New Delhi,0,6860,3,2019,8,30,11,30,3,0
GoAir,Delhi,Cochin,1,3876,6,2019,10,35,19,35,9,0
Vistara,Banglore,Delhi,0,5613,4,2019,19,30,22,15,2,45
Air India,Delhi,Cochin,2,8971,3,2019,5,55,7,40,25,45
Jet Airways,Banglore,Delhi,0,4030,5,2019,19,50,22,50,3,0
IndiGo,Delhi,Cochin,1,8075,3,2019,15,0,1,35,10,35
Multiple carriers,Delhi,Cochin,1,7005,6,2019,6,0,21,0,15,0
IndiGo,Kolkata,Banglore,0,4778,3,2019,22,10,0,55,2,45
Vistara,Chennai,Kolkata,0,3687,5,2019,7,5,9,20,2,15
Jet Airways,Delhi,Cochin,1,10262,6,2019,11,30,4,25,16,55
Air India,Delhi,Cochin,2,15113,3,2019,5,55,7,40,25,45
IndiGo,Delhi,Cochin,1,6979,5,2019,10,35,1,30,14,55
Multiple carriers,Delhi,Cochin,1,6717,3,2019,7,5,16,10,9,5
Jet Airways,Banglore,New Delhi,1,16736,3,2019,8,55,23,0,14,5
Air India,Banglore,New Delhi,1,7192,3,2019,11,50,19,50,8,0
IndiGo,Kolkata,Banglore,1,4226,4,2019,6,20,10,30,4,10
Multiple carriers,Delhi,Cochin,1,9627,5,2019,8,30,19,0,10,30
Jet Airways,Delhi,Cochin,1,4757,4,2019,2,15,19,0,16,45
Jet Airways,Kolkata,Banglore,1,14571,5,2019,14,5,22,35,8,30
Air Asia,Kolkata,Banglore,1,5162,4,2019,6,50,10,30,3,40
Jet Airways,Kolkata,Banglore,1,10844,5,2019,16,30,16,20,23,50
SpiceJet,Kolkata,Banglore,0,3815,3,2019,9,0,11,30,2,30
Jet Airways,Banglore,New Delhi,1,17261,3,2019,11,40,9,30,21,50
Jet Airways,Banglore,New Delhi,1,16736,3,2019,21,25,7,40,10,15
SpiceJet,Kolkata,Banglore,0,3841,6,2019,9,0,11,25,2,25
Jet Airways,Kolkata,Banglore,1,10844,5,2019,14,5,20,45,6,40
IndiGo,Delhi,Cochin,1,6838,3,2019,10,45,21,0,10,15
Air India,Kolkata,Banglore,1,6612,5,2019,12,0,13,15,25,15
Air India,Banglore,New Delhi,0,8851,3,2019,13,20,16,10,2,50
Vistara,Mumbai,Hyderabad,1,12395,3,2019,8,45,19,55,11,10
Air Asia,Banglore,Delhi,0,4282,6,2019,4,55,7,45,2,50
Jet Airways,Kolkata,Banglore,1,14781,5,2019,20,0,9,20,13,20
Multiple carriers,Delhi,Cochin,1,9646,6,2019,9,45,22,30,12,45
IndiGo,Delhi,Cochin,1,6628,5,2019,15,0,1,30,10,30
Vistara,Banglore,Delhi,0,4668,6,2019,7,0,9,40,2,40
Multiple carriers,Delhi,Cochin,1,16863,3,2019,18,0,1,35,7,35
Multiple carriers,Delhi,Cochin,1,12192,6,2019,7,0,19,0,12,0
Jet Airways,Delhi,Cochin,1,12719,3,2019,2,15,4,25,26,10
Jet Airways,Delhi,Cochin,1,12898,5,2019,21,50,12,35,14,45
Jet Airways,Delhi,Cochin,1,10262,6,2019,19,45,19,0,23,15
SpiceJet,Kolkata,Banglore,1,7804,5,2019,15,55,21,25,5,30
IndiGo,Kolkata,Banglore,0,4174,4,2019,4,40,7,15,2,35
IndiGo,Mumbai,Hyderabad,0,2227,6,2019,20,5,21,40,1,35
Jet Airways,Banglore,New Delhi,1,11087,3,2019,22,50,9,0,10,10
Multiple carriers,Delhi,Cochin,1,11667,3,2019,8,0,18,50,10,50
Air India,Delhi,Cochin,0,7931,3,2019,18,5,21,10,3,5
IndiGo,Chennai,Kolkata,0,5277,6,2019,22,5,0,25,2,20
Jet Airways,Kolkata,Banglore,1,13626,6,2019,6,30,18,15,11,45
Jet Airways,Delhi,Cochin,1,12373,5,2019,18,15,4,25,10,10
Jet Airways,Kolkata,Banglore,1,10031,3,2019,6,30,18,10,11,40
Jet Airways,Kolkata,Banglore,1,10844,5,2019,16,30,20,45,28,15
GoAir,Delhi,Cochin,1,6591,5,2019,10,35,19,35,9,0
Jet Airways,Delhi,Cochin,1,5406,4,2019,18,15,19,0,24,45
Jet Airways,Kolkata,Banglore,1,10844,5,2019,21,10,16,20,19,10
SpiceJet,Mumbai,Hyderabad,0,2017,5,2019,22,45,0,15,1,30
Jet Airways,Delhi,Cochin,1,12373,5,2019,10,0,12,35,26,35
Air India,Delhi,Cochin,1,8669,6,2019,7,0,19,15,12,15
Air Asia,Delhi,Cochin,1,6151,3,2019,7,55,15,45,7,50
Multiple carriers,Delhi,Cochin,1,10348,5,2019,9,45,22,30,12,45
Jet Airways,Banglore,New Delhi,0,8016,3,2019,19,55,22,35,2,40
IndiGo,Banglore,Delhi,0,4823,6,2019,8,30,11,20,2,50
Air India,Kolkata,Banglore,0,5510,5,2019,14,15,16,45,2,30
Air India,Mumbai,Hyderabad,0,3100,3,2019,6,20,7,40,1,20
Jet Airways,Delhi,Cochin,1,10262,6,2019,18,15,19,0,24,45
Jet Airways,Delhi,Cochin,1,14714,6,2019,11,30,19,0,7,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,10,0,19,0,9,0
Air India,Banglore,Delhi,0,6961,6,2019,17,0,19,50,2,50
IndiGo,Delhi,Cochin,1,6206,5,2019,17,30,1,30,8,0
Air India,Banglore,New Delhi,2,7904,3,2019,8,15,22,55,14,40
Jet Airways,Delhi,Cochin,2,12819,6,2019,19,10,12,35,17,25
Jet Airways,Delhi,Cochin,1,10262,6,2019,21,50,12,35,14,45
IndiGo,Banglore,Delhi,0,4591,4,2019,1,30,4,15,2,45
Jet Airways,Delhi,Cochin,2,10368,6,2019,9,40,12,35,26,55
Multiple carriers,Delhi,Cochin,1,11142,5,2019,7,5,19,15,12,10
Air India,Delhi,Cochin,0,4729,4,2019,5,10,8,0,2,50
Multiple carriers,Delhi,Cochin,1,9424,5,2019,13,0,1,30,12,30
Multiple carriers,Delhi,Cochin,1,15136,3,2019,9,0,15,30,6,30
Air India,Delhi,Cochin,2,12199,5,2019,17,15,7,40,14,25
Jet Airways,Delhi,Cochin,1,10262,6,2019,11,30,4,25,16,55
IndiGo,Delhi,Cochin,0,4729,4,2019,14,20,17,35,3,15
SpiceJet,Kolkata,Banglore,0,3841,6,2019,17,10,19,40,2,30
Jet Airways,Kolkata,Banglore,1,14388,5,2019,18,55,9,20,14,25
IndiGo,Mumbai,Hyderabad,0,2754,6,2019,2,35,4,5,1,30
Air India,Banglore,New Delhi,2,12358,3,2019,8,50,10,35,25,45
Air India,Kolkata,Banglore,2,6117,5,2019,9,10,4,40,19,30
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,4,25,22,55
Jet Airways,Kolkata,Banglore,1,14388,5,2019,21,10,8,15,11,5
Air India,Delhi,Cochin,1,7480,6,2019,12,30,9,25,20,55
Multiple carriers,Delhi,Cochin,1,10791,6,2019,6,0,12,35,6,35
Jet Airways,Delhi,Cochin,1,12452,3,2019,7,5,4,25,21,20
IndiGo,Kolkata,Banglore,1,4226,5,2019,19,55,23,50,3,55
Vistara,Banglore,Delhi,0,5403,4,2019,21,0,23,50,2,50
Multiple carriers,Delhi,Cochin,1,9646,6,2019,9,45,22,30,12,45
Air Asia,Banglore,Delhi,0,4282,6,2019,4,55,7,45,2,50
Multiple carriers,Delhi,Cochin,1,7845,3,2019,8,55,15,30,6,35
IndiGo,Chennai,Kolkata,0,3384,3,2019,19,35,21,55,2,20
IndiGo,Banglore,Delhi,0,4823,5,2019,18,55,21,50,2,55
IndiGo,Chennai,Kolkata,0,3597,6,2019,19,35,21,55,2,20
Multiple carriers,Delhi,Cochin,1,13587,6,2019,9,0,21,0,12,0
Air Asia,Delhi,Cochin,1,13474,3,2019,16,45,7,10,14,25
IndiGo,Chennai,Kolkata,0,3384,3,2019,13,20,15,35,2,15
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,19,0,13,30
Jet Airways,Kolkata,Banglore,1,8586,5,2019,6,30,8,15,25,45
IndiGo,Banglore,Delhi,0,4591,6,2019,23,30,2,20,2,50
Jet Airways,Delhi,Cochin,2,13882,6,2019,11,45,12,35,24,50
Multiple carriers,Delhi,Cochin,1,18286,3,2019,13,0,1,35,12,35
Air Asia,Kolkata,Banglore,1,5192,5,2019,7,35,19,25,11,50
Jet Airways,Delhi,Cochin,2,11118,6,2019,9,40,12,35,26,55
IndiGo,Delhi,Cochin,1,14871,3,2019,6,40,15,30,8,50
Air India,Kolkata,Banglore,2,15107,5,2019,10,0,5,25,19,25
Air India,Delhi,Cochin,1,8669,6,2019,7,0,19,15,12,15
GoAir,Kolkata,Banglore,1,5171,4,2019,16,40,0,15,7,35
Jet Airways,Kolkata,Banglore,1,8529,6,2019,16,30,12,0,19,30
Jet Airways,Delhi,Cochin,1,7438,3,2019,23,5,4,25,5,20
IndiGo,Delhi,Cochin,1,6206,6,2019,17,10,1,30,8,20
Air India,Banglore,Delhi,0,7171,6,2019,17,0,19,45,2,45
Jet Airways,Kolkata,Banglore,1,14151,6,2019,9,35,14,25,28,50
Jet Airways,Kolkata,Banglore,1,14939,6,2019,18,55,8,15,13,20
Jet Airways,Banglore,New Delhi,1,25735,3,2019,11,40,11,25,23,45
Jet Airways,Delhi,Cochin,2,13882,6,2019,9,25,4,25,19,0
Vistara,Kolkata,Banglore,1,9555,5,2019,20,20,18,50,22,30
IndiGo,Kolkata,Banglore,0,4804,4,2019,20,20,22,55,2,35
Vistara,Chennai,Kolkata,0,6627,3,2019,7,5,9,20,2,15
Jet Airways,Kolkata,Banglore,1,8586,5,2019,6,30,12,0,5,30
IndiGo,Kolkata,Banglore,0,4804,5,2019,22,15,0,50,2,35
Air India,Banglore,New Delhi,2,17135,3,2019,8,50,23,55,39,5
Jet Airways,Delhi,Cochin,1,15554,5,2019,10,0,19,0,9,0
IndiGo,Delhi,Cochin,1,6838,5,2019,8,30,21,0,12,30
IndiGo,Delhi,Cochin,1,8258,3,2019,7,35,12,0,4,25
GoAir,Delhi,Cochin,1,8213,3,2019,10,25,19,20,8,55
Multiple carriers,Delhi,Cochin,1,12192,6,2019,7,0,19,0,12,0
Multiple carriers,Delhi,Cochin,1,14848,6,2019,10,0,19,15,9,15
IndiGo,Kolkata,Banglore,0,4148,3,2019,15,10,17,45,2,35
Jet Airways,Kolkata,Banglore,1,10844,6,2019,20,0,12,0,16,0
Jet Airways,Kolkata,Banglore,1,10844,5,2019,18,55,22,35,27,40
Multiple carriers,Delhi,Cochin,1,6795,6,2019,19,0,1,30,6,30
Jet Airways,Kolkata,Banglore,1,14781,5,2019,16,30,4,40,12,10
IndiGo,Delhi,Cochin,1,6582,6,2019,7,15,12,30,5,15
SpiceJet,Banglore,Delhi,0,3919,4,2019,9,30,12,20,2,50
Multiple carriers,Delhi,Cochin,1,9646,6,2019,9,45,22,30,12,45
SpiceJet,Banglore,New Delhi,1,7744,3,2019,15,35,23,40,8,5
Jet Airways,Delhi,Cochin,2,11733,6,2019,9,40,12,35,26,55
Jet Airways,Delhi,Cochin,1,10262,6,2019,9,0,4,25,19,25
Jet Airways,Banglore,New Delhi,1,17524,3,2019,5,45,12,15,6,30
SpiceJet,Mumbai,Hyderabad,0,3603,3,2019,22,45,0,10,1,25
Multiple carriers,Delhi,Cochin,1,7564,5,2019,7,30,19,15,11,45
Multiple carriers,Delhi,Cochin,1,7005,6,2019,10,20,21,0,10,40
IndiGo,Delhi,Cochin,1,14871,3,2019,9,10,1,35,16,25
Air Asia,Banglore,Delhi,0,4282,4,2019,4,55,7,45,2,50
Jet Airways,Delhi,Cochin,2,15129,5,2019,23,5,12,35,13,30
Air Asia,Delhi,Cochin,1,6752,6,2019,16,45,22,25,5,40
Air India,Delhi,Cochin,0,6094,5,2019,14,5,17,55,3,50
IndiGo,Mumbai,Hyderabad,0,3175,5,2019,16,55,18,25,1,30
Multiple carriers,Delhi,Cochin,1,8266,6,2019,8,45,19,15,10,30
GoAir,Banglore,Delhi,0,6722,4,2019,20,55,23,40,2,45
SpiceJet,Kolkata,Banglore,0,3873,6,2019,6,55,9,30,2,35
Air India,Mumbai,Hyderabad,0,2575,4,2019,13,55,15,25,1,30
Multiple carriers,Delhi,Cochin,1,7787,5,2019,6,40,19,15,12,35
IndiGo,Delhi,Cochin,1,9257,3,2019,2,0,7,45,5,45
Jet Airways,Banglore,Delhi,0,4030,5,2019,18,55,22,0,3,5
SpiceJet,Banglore,Delhi,0,4991,5,2019,21,10,0,5,2,55
IndiGo,Delhi,Cochin,1,9861,3,2019,7,30,13,20,5,50
IndiGo,Banglore,New Delhi,1,10406,3,2019,16,50,21,35,4,45
Jet Airways,Banglore,Delhi,0,7229,6,2019,15,15,18,10,2,55
Multiple carriers,Delhi,Cochin,1,7670,5,2019,8,45,21,0,12,15
Jet Airways,Delhi,Cochin,2,14300,6,2019,20,0,4,25,8,25
Vistara,Kolkata,Banglore,1,8452,5,2019,7,10,10,45,27,35
SpiceJet,Kolkata,Banglore,0,3873,4,2019,14,55,17,25,2,30
SpiceJet,Kolkata,Banglore,1,6853,6,2019,8,35,17,15,8,40
Jet Airways,Banglore,Delhi,0,7229,4,2019,11,10,14,5,2,55
Jet Airways,Banglore,Delhi,0,7229,4,2019,19,50,22,50,3,0
Jet Airways,Delhi,Cochin,1,14714,6,2019,19,15,12,35,17,20
IndiGo,Kolkata,Banglore,0,4804,6,2019,17,15,19,50,2,35
IndiGo,Kolkata,Banglore,1,11465,5,2019,9,20,14,15,4,55
IndiGo,Banglore,Delhi,0,4591,4,2019,23,30,2,20,2,50
IndiGo,Delhi,Cochin,1,6628,6,2019,9,15,1,30,16,15
IndiGo,Delhi,Cochin,1,8025,3,2019,2,0,7,45,5,45
Air Asia,Delhi,Cochin,1,6152,6,2019,7,55,15,45,7,50
IndiGo,Banglore,Delhi,0,3943,4,2019,10,10,13,0,2,50
Vistara,Kolkata,Banglore,1,9187,6,2019,7,10,10,45,27,35
Vistara,Kolkata,Banglore,1,9187,5,2019,20,20,10,45,14,25
Air India,Kolkata,Banglore,2,15164,5,2019,10,0,13,45,27,45
Multiple carriers,Delhi,Cochin,1,10276,3,2019,9,45,16,10,6,25
Multiple carriers,Delhi,Cochin,1,12192,6,2019,3,50,19,0,15,10
Air Asia,Kolkata,Banglore,1,5554,3,2019,19,55,23,30,3,35
Air India,Delhi,Cochin,1,6377,3,2019,7,0,19,15,12,15
IndiGo,Delhi,Cochin,1,6232,3,2019,20,30,1,35,5,5
IndiGo,Delhi,Cochin,1,6496,5,2019,5,10,10,5,4,55
IndiGo,Banglore,Delhi,0,4823,6,2019,18,15,21,20,3,5
IndiGo,Kolkata,Banglore,1,6116,6,2019,19,35,23,15,3,40
Jet Airways,Kolkata,Banglore,1,7757,5,2019,20,0,18,15,22,15
Multiple carriers,Delhi,Cochin,1,8266,5,2019,8,45,19,15,10,30
SpiceJet,Kolkata,Banglore,0,3873,5,2019,6,55,9,30,2,35
Jet Airways,Kolkata,Banglore,1,11841,5,2019,21,10,10,5,12,55
IndiGo,Kolkata,Banglore,0,4804,5,2019,15,30,18,5,2,35
IndiGo,Banglore,Delhi,0,3943,6,2019,10,10,13,0,2,50
Multiple carriers,Delhi,Cochin,1,15898,5,2019,11,30,19,15,7,45
Jet Airways,Kolkata,Banglore,1,14151,5,2019,17,0,21,5,28,5
Jet Airways,Delhi,Cochin,1,10577,6,2019,16,0,4,25,12,25
Air India,Banglore,Delhi,0,4441,4,2019,6,10,8,55,2,45
Jet Airways,Delhi,Cochin,1,5177,4,2019,11,30,12,35,25,5
Air India,Kolkata,Banglore,0,4460,4,2019,20,45,23,20,2,35
Multiple carriers,Delhi,Cochin,1,13727,5,2019,8,0,21,0,13,0
Jet Airways,Delhi,Cochin,1,14714,6,2019,16,0,12,35,20,35
Jet Airways,Delhi,Cochin,2,10588,6,2019,21,25,19,0,21,35
Jet Airways,Delhi,Cochin,1,7438,3,2019,9,0,18,50,9,50
Air India,Delhi,Cochin,1,12677,3,2019,20,40,9,25,12,45
Jet Airways,Delhi,Cochin,1,14714,6,2019,18,15,19,0,24,45
IndiGo,Mumbai,Hyderabad,0,2754,6,2019,12,0,13,30,1,30
IndiGo,Delhi,Cochin,2,6494,3,2019,7,35,21,20,13,45
IndiGo,Banglore,New Delhi,1,5607,3,2019,16,15,20,35,4,20
Jet Airways,Banglore,New Delhi,1,25735,3,2019,22,50,21,20,22,30
IndiGo,Banglore,Delhi,0,4823,5,2019,7,10,10,5,2,55
Air India,Mumbai,Hyderabad,0,2050,3,2019,21,5,22,25,1,20
Air India,Banglore,New Delhi,1,12127,3,2019,8,50,23,15,14,25
Multiple carriers,Delhi,Cochin,1,13377,6,2019,18,15,1,30,7,15
Jet Airways,Banglore,Delhi,0,7229,5,2019,19,50,22,50,3,0
Vistara,Delhi,Cochin,0,6216,4,2019,6,0,9,10,3,10
Air India,Delhi,Cochin,0,8456,6,2019,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,2,15129,5,2019,19,10,12,35,17,25
Jet Airways,Banglore,New Delhi,1,13817,3,2019,16,55,7,40,14,45
GoAir,Delhi,Cochin,1,6296,5,2019,7,25,13,35,6,10
Air India,Kolkata,Banglore,0,5170,3,2019,14,15,16,45,2,30
SpiceJet,Banglore,Delhi,0,3919,5,2019,21,10,0,5,2,55
IndiGo,Banglore,Delhi,0,4823,4,2019,7,10,10,5,2,55
Jet Airways,Delhi,Cochin,1,10262,6,2019,10,0,4,25,18,25
Jet Airways,Delhi,Cochin,2,13882,6,2019,14,5,12,35,22,30
Multiple carriers,Delhi,Cochin,1,13587,6,2019,13,0,21,0,8,0
Jet Airways,Delhi,Cochin,1,11848,3,2019,0,20,4,25,28,5
Air India,Mumbai,Hyderabad,1,11678,3,2019,10,0,23,45,13,45
IndiGo,Banglore,Delhi,0,4823,5,2019,18,25,21,20,2,55
SpiceJet,Banglore,Delhi,0,3919,4,2019,21,10,0,5,2,55
Vistara,Chennai,Kolkata,0,11982,6,2019,17,45,20,5,2,20
Jet Airways,Kolkata,Banglore,1,10703,5,2019,9,35,18,0,8,25
Jet Airways,Kolkata,Banglore,1,10844,5,2019,18,55,23,35,28,40
Jet Airways,Kolkata,Banglore,1,10844,5,2019,18,55,19,50,24,55
IndiGo,Mumbai,Hyderabad,0,3175,6,2019,16,55,18,25,1,30
Air India,Delhi,Cochin,1,9929,6,2019,8,0,19,15,11,15
Jet Airways,Banglore,New Delhi,1,19225,3,2019,14,5,19,10,5,5
SpiceJet,Mumbai,Hyderabad,0,2017,5,2019,5,45,7,15,1,30
Jet Airways,Banglore,New Delhi,1,7832,3,2019,11,40,12,15,24,35
Jet Airways,Kolkata,Banglore,1,9663,5,2019,6,30,9,20,26,50
Multiple carriers,Delhi,Cochin,1,7005,6,2019,11,40,21,0,9,20
IndiGo,Mumbai,Hyderabad,0,3175,5,2019,2,35,4,5,1,30
Air India,Kolkata,Banglore,1,5006,4,2019,14,35,15,20,24,45
Multiple carriers,Delhi,Cochin,1,9526,6,2019,8,45,19,15,10,30
Jet Airways,Delhi,Cochin,2,13292,6,2019,5,30,19,0,13,30
IndiGo,Delhi,Cochin,1,6058,5,2019,21,50,3,35,5,45
Air India,Delhi,Cochin,3,10493,6,2019,5,15,7,40,26,25
Jet Airways,Kolkata,Banglore,1,10844,6,2019,16,30,22,35,6,5
Jet Airways,Kolkata,Banglore,1,10953,4,2019,9,35,21,5,11,30
Jet Airways,Kolkata,Banglore,1,10844,5,2019,20,0,12,0,16,0
Jet Airways,Kolkata,Banglore,1,10539,6,2019,20,25,9,45,13,20
Jet Airways,Delhi,Cochin,2,13292,6,2019,5,30,4,25,22,55
Vistara,Delhi,Cochin,0,6741,5,2019,6,0,9,10,3,10
Jet Airways,Kolkata,Banglore,1,14571,6,2019,20,0,9,20,13,20
Jet Airways,Kolkata,Banglore,1,14781,5,2019,8,25,18,15,9,50
IndiGo,Mumbai,Hyderabad,0,3838,5,2019,16,55,18,25,1,30
Air India,Delhi,Cochin,0,5201,6,2019,14,5,17,55,3,50
Air Asia,Delhi,Cochin,1,8759,6,2019,7,55,15,45,7,50
GoAir,Delhi,Cochin,1,6195,4,2019,7,0,12,55,5,55
Air India,Mumbai,Hyderabad,0,3100,3,2019,19,30,20,45,1,15
SpiceJet,Delhi,Cochin,1,5975,5,2019,17,55,22,50,4,55
Jet Airways,Kolkata,Banglore,1,10844,6,2019,14,5,23,35,9,30
Jet Airways,Delhi,Cochin,1,16079,5,2019,20,55,4,25,7,30
SpiceJet,Chennai,Kolkata,0,3543,5,2019,8,20,10,35,2,15
SpiceJet,Kolkata,Banglore,0,3841,5,2019,17,10,19,40,2,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,19,15,12,35,17,20
Jet Airways,Kolkata,Banglore,1,12692,6,2019,9,35,23,35,14,0
IndiGo,Chennai,Kolkata,0,3850,6,2019,7,55,10,15,2,20
Jet Airways,Delhi,Cochin,1,12373,5,2019,8,0,4,25,20,25
Air India,Mumbai,Hyderabad,0,3100,3,2019,13,55,15,25,1,30
Vistara,Banglore,Delhi,0,4878,5,2019,19,30,22,15,2,45
Jet Airways,Delhi,Cochin,2,15129,5,2019,19,10,19,0,23,50
Multiple carriers Premium economy,Delhi,Cochin,1,9845,3,2019,8,55,21,0,12,5
IndiGo,Banglore,Delhi,0,4077,5,2019,1,30,4,15,2,45
Multiple carriers,Delhi,Cochin,1,9315,5,2019,7,30,19,0,11,30
Jet Airways,Kolkata,Banglore,1,14781,5,2019,14,5,23,35,9,30
Air India,Mumbai,Hyderabad,2,17327,3,2019,16,50,16,55,5,0
Air India,Banglore,New Delhi,0,9481,3,2019,17,0,19,50,2,50
Jet Airways,Delhi,Cochin,2,8938,3,2019,5,10,19,45,38,35
Jet Airways,Kolkata,Banglore,1,14388,5,2019,6,30,12,0,5,30
Air India,Delhi,Cochin,1,5704,3,2019,20,30,23,0,26,30
GoAir,Banglore,Delhi,0,3898,6,2019,7,45,10,40,2,55
Jet Airways,Mumbai,Hyderabad,0,5678,3,2019,2,55,4,25,1,30
IndiGo,Delhi,Cochin,1,6937,3,2019,7,35,12,0,4,25
IndiGo,Mumbai,Hyderabad,0,2754,3,2019,19,5,20,30,1,25
SpiceJet,Mumbai,Hyderabad,0,2647,3,2019,22,45,0,10,1,25
IndiGo,Kolkata,Banglore,1,4226,5,2019,6,20,10,20,4,0
GoAir,Banglore,Delhi,0,4239,5,2019,7,45,10,40,2,55
IndiGo,Delhi,Cochin,1,9165,6,2019,23,30,4,35,5,5
Jet Airways,Banglore,New Delhi,0,18308,3,2019,19,55,22,35,2,40
Multiple carriers,Delhi,Cochin,1,14486,3,2019,7,5,15,30,8,25
Air Asia,Banglore,Delhi,0,4282,4,2019,4,55,7,45,2,50
Multiple carriers,Delhi,Cochin,1,13587,6,2019,8,0,21,0,13,0
Multiple carriers,Delhi,Cochin,1,13587,6,2019,11,30,21,0,9,30
Jet Airways,Delhi,Cochin,1,6645,3,2019,8,0,4,25,20,25
SpiceJet,Banglore,Delhi,0,4423,4,2019,5,55,8,35,2,40
Air India,Banglore,New Delhi,2,11518,3,2019,17,25,23,25,30,0
Jet Airways,Kolkata,Banglore,1,13759,3,2019,13,55,4,45,14,50
SpiceJet,Banglore,Delhi,0,3625,6,2019,5,55,8,35,2,40
IndiGo,Kolkata,Banglore,0,4148,3,2019,5,30,8,20,2,50
Vistara,Banglore,Delhi,0,5613,4,2019,17,0,19,35,2,35
Air India,Kolkata,Banglore,2,14298,5,2019,10,0,10,0,24,0
Jet Airways,Banglore,New Delhi,1,7832,3,2019,8,0,21,20,13,20
IndiGo,Delhi,Cochin,1,6442,5,2019,8,35,18,10,9,35
Jet Airways,Mumbai,Hyderabad,0,5678,4,2019,2,55,4,20,1,25
Jet Airways,Kolkata,Banglore,1,7064,4,2019,18,55,4,40,9,45
Jet Airways,Kolkata,Banglore,1,14151,5,2019,17,0,9,45,16,45
GoAir,Banglore,Delhi,0,3419,6,2019,20,55,23,40,2,45
Jet Airways,Delhi,Cochin,1,15554,3,2019,17,25,4,25,11,0
Air India,Banglore,New Delhi,1,13859,3,2019,0,30,8,45,8,15
SpiceJet,Kolkata,Banglore,0,3847,3,2019,22,20,0,40,2,20
GoAir,Banglore,New Delhi,1,7657,3,2019,15,50,20,15,4,25
Air India,Delhi,Cochin,2,13547,5,2019,7,5,7,40,24,35
Jet Airways,Banglore,Delhi,0,7229,5,2019,7,10,10,10,3,0
Jet Airways,Delhi,Cochin,2,13376,6,2019,6,45,4,25,21,40
IndiGo,Mumbai,Hyderabad,0,2227,6,2019,20,5,21,40,1,35
SpiceJet,Banglore,Delhi,0,3971,6,2019,5,55,8,35,2,40
IndiGo,Delhi,Cochin,1,6628,6,2019,9,15,1,30,16,15
Jet Airways,Kolkata,Banglore,1,13584,5,2019,21,10,10,5,12,55
SpiceJet,Kolkata,Banglore,0,4148,3,2019,6,55,9,35,2,40
Jet Airways,Kolkata,Banglore,1,14571,6,2019,6,30,18,15,11,45
SpiceJet,Kolkata,Banglore,0,3841,5,2019,22,20,0,40,2,20
Jet Airways,Banglore,Delhi,0,5198,4,2019,6,0,8,45,2,45
Air Asia,Banglore,Delhi,0,3383,4,2019,4,55,7,45,2,50
Jet Airways,Delhi,Cochin,0,7202,6,2019,11,0,14,15,3,15
IndiGo,Delhi,Cochin,0,5021,4,2019,21,5,0,20,3,15
